adventure,episode,verified,user,character,skill,difficulty,dice,dice_results,roll_results,check_type,fp_spent,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Gunnery,Average,gggbrp,suc;sucsuc;suc;adv;thrfai;nil,sucsucsuc,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Piloting (Space),Easy,yygp,tri;sucsuc;sucsuc;thr,sucsucsucsucsucthrtri,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Computers,Hard,yygggppp,sucadv;adv;nil;adv;sucadv;thr;thrthr;thrthr,sucsucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Mechanics,Hard,yyygppp,sucadv;adv;suc;adv;thrfai;thrthr;thr,sucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Gunnery,Average,gggbrp,nil;adv;adv;advadv;thrthr;faifai,faifaiadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Piloting (Space),Average,ggggbbppkkw,sucsuc;adv;sucsuc;adv;adv;sucadv;fai;nil;nil;fai;lsplsp,sucsucsucadvadvadvadvlsplsp,Skill,advadv,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Gunnery,Average,yygrpkk,advadv;sucadv;advadv;thr;thr;thr;nil,sucadvadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Mechanics,Average,yyygpp,tri;sucadv;nil;nil;thr;thr,sucsucthrtri,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Gunnery,Average,yggrpk,sucsuc;sucsuc;advadv;thrfai;thrfai;nil,sucsuc,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Piloting (Space),Hard,ygggbrppkkkw,suc;suc;nil;nil;nil;faifai;faifai;thrfai;thr;fai;nil;lsplsp,faifaifaifaithrthrlsplsp,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Coordination,Hard,gppp,advadv;faifai;thrthr;fai,faifaifai,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Piloting (Space),Average,yggpp,advadv;advadv;sucsuc;faifai;thr,advadvadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Piloting (Space),Average,yygbbbppk,sucadv;advadv;suc;nil;nil;nil;thr;fai;thr,sucadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Gunnery,Average,yggbbppkk,sucadv;advadv;suc;nil;adv;thr;thrthr;fai;fai,adv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Piloting (Space),Hard,ggggbbpppw,nil;sucadv;adv;suc;sucadv;nil;thrthr;thr;thr;lsplsp,sucsucsucthrlsplsp,Skill,adv,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Gunnery,Average,yygbbbrp,sucadv;sucadv;sucadv;suc;adv;suc;thrthr;thrfai,sucsucsucsucadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Gunnery,Average,yygppkkk,adv;advadv;advadv;thr;faifai;nil;nil;nil,faifaiadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Mechanics,Easy,yyygbp,sucadv;sucadv;suc;adv;nil;faifai,sucadvadvadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Gunnery,Average,yggbpp,advadv;adv;adv;adv;thrfai;thr,faiadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Gunnery,Average,ggggbbbbpp,suc;suc;advadv;nil;adv;suc;adv;adv;faifai;nil,sucadvadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Piloting (Space),Average,gggggbppkk,adv;sucsuc;suc;advadv;sucsuc;adv;nil;fai;fai;fai,sucsucadvadvadvadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Perception,Hard,ygbbbbbbpppkk,tri;suc;suc;adv;nil;adv;advadv;advadv;thr;nil;thr;fai;nil,sucsucadvadvadvadvtri,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Mechanics,Easy,yygggp,sucadv;sucsuc;suc;sucsuc;suc;fai,sucsucsucsucsucsucadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Resilience,Easy,ggggpw,nil;suc;adv;sucsuc;fai;dsp,sucsucadvdsp,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Resilience,Easy,ggp,adv;advadv;thr,advadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Perception,Hard,ygppp,advadv;sucadv;thrthr;thr;thr,sucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Perception,Hard,yppp,sucsuc;thr;thr;thr,sucsucthrthrthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Cool,Opposed,yggpp,sucadv;suc;advadv;nil;thr,sucsucadvadv,Social ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Perception,Average,ybbpp,suc;sucadv;adv;thr;thr,sucsuc,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Streetwise,Hard,ggppp,suc;adv;nil;nil;thrthr,sucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Negotiation,Average,yyggppw,advadv;sucsuc;adv;sucsuc;faifai;thrfai;lsp,sucadvadvlsp,Skill,suc,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Negotiation,Easy,yyggpw,sucadv;sucsuc;nil;sucadv;thr;dsp,sucsucsucsucadvdsp,Skill,adv,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Streetwise,Average,ggpp,suc;sucadv;fai;fai,adv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Negotiation,Hard,yggppp,sucsuc;adv;suc;thr;fai;thrthr,sucsucthrthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Negotiation,Average,yggpp,sucsuc;nil;sucsuc;thr;nil,sucsucsucsucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Negotiation,Easy,yggp,sucadv;advadv;suc;thrthr,sucsucadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Negotiation,Easy,yggp,suc;suc;sucadv;thrfai,sucsuc,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Streetwise,Average,gpp,adv;thr;thr,thr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Streetwise,Easy,gp,suc;thr,sucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Negotiation,Average,yyggbppwv,adv;sucadv;nil;suc;nil;nil;thr;lsp;adv,sucsucadvadvlsp,Skill,adv,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Stealth,Opposed,gggggbbrrpk,sucadv;suc;suc;nil;nil;suc;suc;thrfai;thrfai;fai;fai,sucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Stealth,Opposed,gggbbrrp,adv;sucsuc;nil;nil;sucadv;fai;thrfai;faifai,faiadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Athletics,Average,ggggbppw,adv;sucsuc;sucsuc;adv;adv;thr;thr;dsp,sucsucsucsucadvdsp,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Stealth,Opposed,gggbrrp,adv;adv;adv;nil;fai;fai;thr,faifaiadvadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Imperial Probe Droid,Vigilance,Simple,g,adv,adv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Cool,Simple,yggbb,nil;suc;suc;nil;sucadv,sucsucsucadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Cool,Simple,gggg,adv;suc;sucadv;nil,sucsucadvadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Ranged (Light),Easy,yggbbpk,suc;advadv;suc;adv;advadv;faifai;nil,advadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Hard,yygggbbbbbpppv,suc;tri;adv;adv;suc;advadv;advadv;nil;nil;advadv;nil;thrthr;thr;adv,sucsucsucadvadvadvadvadvadvtri,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Ranged (Light),Average,yggbbbbppk,advadv;adv;sucsuc;advadv;sucadv;sucadv;advadv;thr;faifai;nil,sucsucadvadvadvadvadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Mechanics,Average,yyygrpk,sucsuc;nil;tri;adv;fai;thrfai;nil,suctri,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Survival,Average,ggpp,suc;suc;fai;fai,nil,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Survival,Average,gpp,advadv;thrfai;thrfai,faifai,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Survival,Average,gggpp,suc;advadv;adv;thr;thr,sucadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Resilience,Average,ggpp,sucsuc;adv;fai;thr,suc,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Resilience,Hard,ggggpppw,adv;suc;suc;suc;nil;thrthr;thrthr;lsplsp,sucsucsucthrthrthrlsplsp,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Perception,Daunting,yygbpppp,advadv;sucadv;suc;adv;nil;thr;thrfai;thr,sucadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Perception,Average,ygpp,suc;nil;nil;thr,sucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Perception,Average,ypp,adv;thr;thr,thr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Perception,Average,gggpp,suc;suc;sucsuc;fai;thr,sucsucsucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Stealth,Opposed,yggggbrrp,suc;sucadv;suc;suc;adv;nil;faifai;thrthr;fai,suc,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Stealth,Opposed,gggbrrp,advadv;sucadv;sucsuc;nil;thr;faifai;thrfai,adv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Stealth,Opposed,ybbrrp,sucsuc;advadv;nil;nil;thrthr;thr,sucsucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Athletics,Average,ggggppw,suc;sucadv;nil;adv;thr;thrthr;lsplsp,sucsucthrlsplsp,Skill,adv,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Cool,Simple,gggg,adv;sucsuc;suc;suc,sucsucsucsucadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Cool,Simple,ygg,suc;advadv;suc,sucsucadvadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Imperial Probe Droid,Vigilance,Simple,g,advadv,advadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Average,yygggppv,sucsuc;suc;adv;suc;sucsuc;thr;thr;adv,sucsucsucsucsucsuc,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Ranged (Light),Average,yggbbppk,sucadv;suc;sucsuc;adv;nil;nil;thr;nil,sucsucsucsucadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Perception,Daunting,yygbbpppp,suc;sucsuc;sucadv;adv;nil;thrfai;thr;thr;thrthr,sucsucsucthrthrthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Resilience,Average,ggggppw,adv;adv;advadv;adv;nil;thr;dsp,advadvadvadvdsp,Skill,suc,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Perception,Hard,ygbppp,sucadv;nil;adv;thr;thr;thrthr,sucthrthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Vigilance,Simple,yg,suc;suc,sucsuc,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Vigilance,Simple,yg,nil;adv,adv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Norta,Vigilance,Simple,yg,sucadv;suc,sucsucadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Cool,Simple,gg,suc;sucsuc,sucsucsuc,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Cool,Simple,gg,suc;nil,suc,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Cool,Simple,gg,sucadv;sucadv,sucsucadvadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Melee,Average,yygpp,sucadv;sucadv;sucsuc;faifai;thr,sucsucadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Ranged (Light),Easy,yygbp,advadv;nil;adv;sucadv;thr,sucadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Average,yygggppv,adv;sucadv;advadv;adv;sucadv;nil;faifai;adv,advadvadvadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yyggbbbbbbbpp,sucsuc;suc;advadv;sucsuc;nil;suc;sucadv;advadv;advadv;sucadv;suc;nil;nil,sucsucsucsucsucsucsucsucsucadvadvadvadvadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Norta,Brawl,Average,ggppk,advadv;sucsuc;thr;nil;thr,sucsuc,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Ranged (Light),Easy,yygp,sucadv;adv;adv;faifai,faiadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Melee,Average,yygbpp,sucadv;suc;nil;advadv;thrthr;thr,sucsuc,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,ggggbpp,advadv;suc;sucadv;sucsuc;suc;thr;thr,sucsucsucsucsucadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Average,yyggggbbbbppkv,sucadv;sucadv;adv;adv;sucsuc;nil;sucadv;sucadv;sucadv;adv;thrfai;fai;nil;adv,sucsucsucsucsucadvadvadvadvadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Norta,Brawl,Average,ggpp,suc;adv;nil;faifai,faiadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Hard,yygggbpppv,sucsuc;sucadv;advadv;sucadv;adv;nil;faifai;thr;thr;adv,sucsucadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Trandoshan,Cool,Simple,yg,advadv;sucadv,sucadvadvadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Trandoshan,Cool,Simple,yg,sucadv;nil,sucadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Trandoshan,Cool,Simple,yg,suc;nil,suc,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Cool,Simple,ygg,adv;sucsuc;adv,sucsucadvadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Vigilance,Simple,g,suc,suc,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Cool,Simple,gggg,suc;sucadv;sucsuc;suc,sucsucsucsucsucadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Vigilance,Simple,yyg,sucsuc;sucadv;sucsuc,sucsucsucsucsucadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Average,yygggbrpv,sucsuc;tri;nil;advadv;suc;suc;thr;nil;adv,sucsucsucsucsucadvadvtri,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yyggbbpp,nil;adv;suc;advadv;adv;suc;faifai;thr,advadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Ranged (Light),Easy,yggbbbbpk,suc;adv;sucadv;advadv;suc;advadv;suc;thr;thr,sucsucsucsucadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Trandoshan,Ranged (Heavy),Easy,yygp,advadv;tri;advadv;fai,advadvadvadvtri,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Trandoshan,Melee,Average,yygbbppkk,sucadv;nil;nil;sucadv;nil;fai;thr;fai;thr,nil,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Trandoshan,Melee,Average,yygppk,tri;adv;adv;fai;thrthr;thr,thrtri,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yyggbbpp,tri;suc;suc;suc;suc;nil;thr;nil,sucsucsucsucsucthrtri,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Average,yyyggbrpv,suc;nil;nil;sucsuc;suc;advadv;thr;nil;adv,sucsucsucsucadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Ranged (Light),Easy,ygbbpk,sucadv;suc;nil;advadv;fai;nil,sucadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Trandoshan,Melee,Hard,yygbbpppkk,advadv;sucsuc;nil;nil;adv;thrfai;thrthr;thrfai;nil;fai,faithr,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Mechanics,Average,yyyggpp,sucadv;sucsuc;suc;adv;advadv;thr;thr,sucsucsucsucadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yyggbbpp,tri;sucadv;suc;suc;nil;adv;fai;fai,sucsucadvadvtri,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Perception,Average,ygpp,sucadv;adv;faifai;thrfai,faifaiadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Perception,Easy,yp,nil;fai,fai,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Perception,Average,gpp,advadv;thrthr;thrfai,faithr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Perception,Easy,ygp,sucsuc;sucadv;faifai,sucadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Cool,Simple,gg,sucsuc;sucsuc,sucsucsucsuc,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Cool,Simple,gg,suc;sucsuc,sucsucsuc,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Cool,Simple,ygg,sucadv;suc;nil,sucsucadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Cool,Simple,gggg,nil;adv;sucsuc;adv,sucsucadvadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Ranged (Light),Easy,yygpk,suc;suc;adv;faifai;thr,nil,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Average,yygggbppkv,suc;sucsuc;sucadv;sucsuc;sucadv;nil;thr;fai;nil;adv,sucsucsucsucsucsucadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yyggggbpp,nil;advadv;adv;advadv;suc;adv;nil;thrfai;thr,advadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Yiyar Clan Member,Ranged (Light),Easy,ygpk,adv;sucsuc;thr;thr,sucsucthr,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Athletics,Average,ggggggppk,advadv;suc;advadv;nil;suc;advadv;nil;thrthr;nil,sucsucadvadvadvadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Athletics,Average,ggbbppkkw,suc;adv;nil;nil;faifai;thr;thr;thr;dsp,faithrthrdsp,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Negotiation,Opposed,yyggbbbbbrrpwv,sucadv;sucsuc;suc;adv;nil;advadv;suc;advadv;sucadv;fai;des;faifai;lsp;adv,sucsucadvadvadvadvadvadvadvadvdeslsp,Social ,suc,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Mechanics,Average,yyygbpp,tri;sucadv;sucsuc;sucadv;nil;thr;thr,sucsucsucsucsuctri,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Mechanics,Hard,yyyggbbppp,sucsuc;nil;nil;adv;advadv;nil;sucadv;thr;thrfai;thr,sucsucadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Leadership,Average,yggbrpw,sucadv;nil;advadv;sucadv;thrfai;thr;dsp,sucadvadvdsp,Social ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Discipline,Average,ggrr,adv;adv;thrfai;thr,fai,Fear,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Discipline,Average,ggbrr,sucadv;advadv;nil;thr;nil,sucadvadv,Fear,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Discipline,Average,ybbrp,suc;suc;suc;faifai;thr,sucthr,Fear,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Discipline,Average,yyybrp,sucsuc;suc;sucadv;sucadv;thrthr;nil,sucsucsucsucsuc,Fear,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Cool,Simple,gggg,suc;nil;advadv;advadv,sucadvadvadvadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Cool,Simple,ygg,advadv;suc;advadv,sucadvadvadvadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Cool,Simple,g,adv,adv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Cool,Simple,g,adv,adv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Cool,Simple,g,advadv,advadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Cool,Simple,g,suc,suc,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Cool,Simple,g,suc,suc,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Cool,Simple,yyg,advadv;sucadv;advadv,sucadvadvadvadvadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Survival,Average,ggbpp,suc;adv;suc;thrthr;thr,sucsucthrthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Mechanics,Hard,yyyggppp,suc;advadv;advadv;adv;nil;thrthr;thrthr;thr,suc,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Melee,Average,yyyppkkk,sucadv;sucadv;sucsuc;fai;faifai;nil;nil;thr,sucadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Stormtroopers,Ranged (Heavy),Easy,yyypkk,sucadv;nil;advadv;faifai;fai;fai,faifaifaiadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Stormtroopers,Ranged (Heavy),Easy,yyypkk,sucsuc;advadv;sucsuc;thr;thr;fai,sucsucsuc,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yygggbpp,nil;nil;advadv;adv;suc;adv;thr;fai,advadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Easy,yygggp,sucsuc;advadv;advadv;advadv;adv;thr,sucsucadvadvadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Stormtroopers,Melee,Average,yyyppkkk,suc;adv;sucsuc;faifai;thrthr;nil;fai;nil,thr,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yygggbppk,suc;sucadv;sucsuc;adv;suc;advadv;thr;nil;fai,sucsucsucsucadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Stealth,Average,gggggpp,adv;advadv;adv;suc;sucadv;thr;thrfai,sucadvadvadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Easy,yyyggbp,suc;nil;tri;adv;advadv;nil;thr,sucsucadvadvtri,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yygggbbpp,suc;advadv;sucadv;sucadv;nil;advadv;adv;nil;thrfai,sucsucadvadvadvadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Ranged (Heavy),Easy,yyybpkk,suc;sucadv;sucadv;nil;thr;thr;thr,sucsucsucthr,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Easy,yygggbbbp,suc;nil;sucadv;adv;sucsuc;nil;sucadv;nil;faifai,sucsucsucadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yygggbpp,tri;sucsuc;adv;nil;adv;advadv;thr;nil,sucsucsucadvadvadvtri,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Cool,Simple,ygg,sucadv;advadv;suc,sucsucadvadvadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Cool,Simple,gggg,suc;nil;sucsuc;sucsuc,sucsucsucsucsuc,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Vigilance,Simple,ggg,suc;nil;suc,sucsuc,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Cool,Simple,g,sucadv,sucadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Average,yygggbppv,suc;tri;suc;adv;adv;sucadv;nil;faifai;adv,sucsucadvadvadvadvtri,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yygggbpp,sucadv;suc;suc;suc;adv;suc;thr;faifai,sucsucsucadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Ranged (Heavy),Easy,yggpkkk,advadv;adv;sucsuc;faifai;nil;thr;nil,advadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Melee,Average,yggppkk,tri;adv;suc;thrfai;fai;thr;fai,faithrtri,Combat ,,,
